number,multiplier,addend,total,exponent,target
63,6650.5134601593017578125,16217.6520099639892578125,435200,10,425
63,9975.77019023895263671875,24838.47801494598388671875,653312,11,319
63,14963.655285358428955078125,38281.717022418975830078125,980992,11,479
63,22445.4829280376434326171875,58446.5755336284637451171875,1472512,11,719
63,33668.22439205646514892578125,88693.86330044269561767578125,2209792,11,1079
63,50502.336588084697723388671875,134064.794950664043426513671875,3315712,11,1619
63,75753.5048821270465850830078125,202121.1924259960651397705078125,4974592,11,2429
63,113630.25732319056987762451171875,304205.78863899409770965576171875,7462912,13,911
63,170445.385984785854816436767578125,460404.682958491146564483642578125,11198464,13,1367
63,255668.0789771787822246551513671875,694703.0244377367198467254638671875,16801792,13,2051
63,383502.11846576817333698272705078125,1046150.53665660507977008819580078125,25206784,13,3077
63,575253.177698652260005474090576171875,1573321.804984907619655132293701171875,37814272,16,577
63,862879.7665479783900082111358642578125,2392750.7074773614294826984405517578125,56754176,17,433
63,1294319.64982196758501231670379638671875,3654662.06121604214422404766082763671875,85196800,18,325
63,1941479.474732951377518475055694580078125,5613065.091824063216336071491241455078125,127926272,21,61
63,2912219.2120994270662777125835418701171875,9468173.6377360948245041072368621826171875,192937984,23,23
63,4368328.81814914059941656887531280517578125,18396564.45660414223675616085529327392578125,293601280,23,35
63,6552493.227223710899124853312969207763671875,31789150.684906213355134241282939910888671875,444596224,23,53
63,9828739.8408355663486872799694538116455078125,51878030.0273593200327013619244098663330078125,671088640,27,5
63,14743109.76125334952303091995418071746826171875,144925909.04103898004905204288661479949951171875,1073741824,30,1
417,3,1,1252,2,313
417,4.5,3.5,1880,3,235
417,6.75,9.25,2824,3,353
417,10.125,17.875,4240,4,265
417,15.1875,34.8125,6368,5,199
417,22.78125,68.21875,9568,5,299
417,34.171875,118.328125,14368,5,449
417,51.2578125,193.4921875,21568,6,337
417,76.88671875,322.23828125,32384,7,253
417,115.330078125,547.357421875,48640,9,95
417,172.9951171875,1077.0361328125,73216,9,143
417,259.49267578125,1871.55419921875,110080,9,215
417,389.239013671875,3063.331298828125,165376,9,323
417,583.8585205078125,4850.9969482421875,248320,9,485
417,875.78778076171875,7532.49542236328125,372736,12,91
417,1313.681671142578125,13346.743133544921875,561152,12,137
417,1970.5225067138671875,22068.1147003173828125,843776,13,103
417,2955.78376007080078125,37198.17205047607421875,1269760,13,155
417,4433.675640106201171875,59893.258075714111328125,1908736,13,233
417,6650.5134601593017578125,93935.8871135711669921875,2867200,14,175
417,9975.77019023895263671875,149095.83067035675048828125,4308992,14,263
417,14963.655285358428955078125,231835.746005535125732421875,6471680,14,395
417,22445.4829280376434326171875,355945.6190083026885986328125,9715712,14,593
417,33668.22439205646514892578125,542110.42851245403289794921875,14581760,15,445
417,50502.336588084697723388671875,829549.642768681049346923828125,21889024,17,167
417,75753.5048821270465850830078125,1309860.4641530215740203857421875,32899072,17,251
417,113630.25732319056987762451171875,2030326.69622953236103057861328125,49414144,17,377
417,170445.385984785854816436767578125,3111026.044344298541545867919921875,74186752,18,283
417,255668.0789771787822246551513671875,4797611.0665164478123188018798828125,111411200,18,425
417,383502.11846576817333698272705078125,7327488.59977467171847820281982421875,167247872,19,319
417,575253.177698652260005474090576171875,11253376.899662007577717304229736328125,251133952,19,479
417,862879.7665479783900082111358642578125,17142209.3494930113665759563446044921875,376963072,19,719
417,1294319.64982196758501231670379638671875,25975458.02423951704986393451690673828125,565706752,19,1079
417,1941479.474732951377518475055694580078125,39225331.036359275574795901775360107421875,848822272,19,1619
417,2912219.2120994270662777125835418701171875,59100140.5545389133621938526630401611328125,1273495552,19,2429
417,4368328.81814914059941656887531280517578125,88912354.83180837004329077899456024169921875,1910505472,21,911
417,6552493.227223710899124853312969207763671875,134417108.247712555064936168491840362548828125,2866806784,21,1367
417,9828739.8408355663486872799694538116455078125,202674238.3715688325974042527377605438232421875,4301258752,21,2051
417,14743109.76125334952303091995418071746826171875,305059933.55735324889610637910664081573486328125,6452936704,21,3077
417,22114664.641880024284546379931271076202392578125,458638476.336029873344159568659961223602294921875,9680453632,24,577
417,33171996.9628200364268195698969066143035888671875,696346322.5040448100162393529899418354034423828125,14529069056,25,433
417,49757995.44423005464022935484535992145538330078125,1061296699.75606721502435902948491275310516357421875,21810380800,26,325
417,74636993.166345081960344032268039882183074951171875,1625499481.634100822536538544227369129657745361328125,32749125632,29,61
417,111955489.7495176229405160484020598232746124267578125,2706684678.4511512338048078163410536944866180419921875,49392123904,31,23
417,167933234.62427643441077407260308973491191864013671875,5133768841.67672685070721172451158054172992706298828125,75161927680,31,35
417,251899851.936414651616161108904634602367877960205078125,8774395086.515090276060817586767370812594890594482421875,113816633344,31,53
417,377849777.9046219774242416633569519035518169403076171875,14235334453.7726354140912263801510562188923358917236328125,171798691840,35,5
417,566774666.85693296613636249503542785532772541046142578125,38532870864.65895312113683957022658432833850383758544921875,274877906944,38,1
471,3,1,1414,1,707
471,4.5,2.5,2122,1,1061
471,6.75,4.75,3184,4,199
471,10.125,15.125,4784,4,299
471,15.1875,30.6875,7184,4,449
471,22.78125,54.03125,10784,5,337
471,34.171875,97.046875,16192,6,253
471,51.2578125,177.5703125,24320,8,95
471,76.88671875,394.35546875,36608,8,143
471,115.330078125,719.533203125,55040,8,215
471,172.9951171875,1207.2998046875,82688,8,323
471,259.49267578125,1938.94970703125,124160,8,485
471,389.239013671875,3036.424560546875,186368,11,91
471,583.8585205078125,5578.6368408203125,280576,11,137
471,875.78778076171875,9391.95526123046875,421888,12,103
471,1313.681671142578125,16135.932891845703125,634880,12,155
471,1970.5225067138671875,26251.8993377685546875,954368,12,233
471,2955.78376007080078125,41425.84900665283203125,1433600,13,175
471,4433.675640106201171875,66234.773509979248046875,2154496,13,263
471,6650.5134601593017578125,103448.1602649688720703125,3235840,13,395
471,9975.77019023895263671875,159268.24039745330810546875,4857856,13,593
471,14963.655285358428955078125,242998.360596179962158203125,7290880,14,445
471,22445.4829280376434326171875,372689.5408942699432373046875,10944512,16,167
471,33668.22439205646514892578125,591802.31134140491485595703125,16449536,16,251
471,50502.336588084697723388671875,920471.467012107372283935546875,24707072,16,377
471,75753.5048821270465850830078125,1413475.2005181610584259033203125,37093376,17,283
471,113630.25732319056987762451171875,2185748.80077724158763885498046875,55705600,17,425
471,170445.385984785854816436767578125,3344159.201165862381458282470703125,83623936,18,319
471,255668.0789771787822246551513671875,5147310.8017487935721874237060546875,125566976,18,479
471,383502.11846576817333698272705078125,7852038.20262319035828113555908203125,188481536,18,719
471,575253.177698652260005474090576171875,11909129.303934785537421703338623046875,282853376,18,1079
471,862879.7665479783900082111358642578125,17994765.9559021783061325550079345703125,424411136,18,1619
471,1294319.64982196758501231670379638671875,27123220.93385326745919883251190185546875,636747776,18,2429
471,1941479.474732951377518475055694580078125,40815903.400779901188798248767852783203125,955252736,20,911
471,2912219.2120994270662777125835418701171875,61748143.1011698517831973731517791748046875,1433403392,20,1367
471,4368328.81814914059941656887531280517578125,93146502.65175477767479605972766876220703125,2150629376,20,2051
471,6552493.227223710899124853312969207763671875,140244041.977632166512194089591503143310546875,3226468352,20,3077
471,9828739.8408355663486872799694538116455078125,210890350.9664482497682911343872547149658203125,4840226816,23,577
471,14743109.76125334952303091995418071746826171875,320529830.44967237465243670158088207244873046875,7264534528,24,433
471,22114664.641880024284546379931271076202392578125,489183353.674508561978655052371323108673095703125,10905190400,25,325
471,33171996.9628200364268195698969066143035888671875,750552246.5117628429679825785569846630096435546875,16374562816,28,61
471,49757995.44423005464022935484535992145538330078125,1260046097.76764426445197386783547699451446533203125,24696061952,30,23
471,74636993.166345081960344032268039882183074951171875,2426940058.651466396677960801753215491771697998046875,37580963840,30,35
471,111955489.7495176229405160484020598232746124267578125,4177280999.9771995950169412026298232376575469970703125,56908316672,30,53
471,167933234.62427643441077407260308973491191864013671875,6802792411.96579939252541180394473485648632049560546875,85899345920,34,5
471,251899851.936414651616161108904634602367877960205078125,18794123209.948699088788117705917102284729480743408203125,137438953472,37,1
399,3,1,1198,1,599
399,4.5,2.5,1798,1,899
399,6.75,4.75,2698,1,1349
399,10.125,8.125,4048,4,253
399,15.1875,20.1875,6080,6,95
399,22.78125,62.28125,9152,6,143
399,34.171875,125.421875,13760,6,215
399,51.2578125,220.1328125,20672,6,323
399,76.88671875,362.19921875,31040,6,485
399,115.330078125,575.298828125,46592,9,91
399,172.9951171875,1118.9482421875,70144,9,137
399,259.49267578125,1934.42236328125,105472,10,103
399,389.239013671875,3413.633544921875,158720,10,155
399,583.8585205078125,5632.4503173828125,238592,10,233
399,875.78778076171875,8960.67547607421875,358400,11,175
399,1313.681671142578125,14465.013214111328125,538624,11,263
399,1970.5225067138671875,22721.5198211669921875,808960,11,395
399,2955.78376007080078125,35106.27973175048828125,1214464,11,593
399,4433.675640106201171875,53683.419597625732421875,1822720,12,445
399,6650.5134601593017578125,82573.1293964385986328125,2736128,14,167
399,9975.77019023895263671875,132051.69409465789794921875,4112384,14,251
399,14963.655285358428955078125,206269.541141986846923828125,6176768,14,377
399,22445.4829280376434326171875,317596.3117129802703857421875,9273344,15,283
399,33668.22439205646514892578125,492778.46756947040557861328125,13926400,15,425
399,50502.336588084697723388671875,755551.701354205608367919921875,20905984,16,319
399,75753.5048821270465850830078125,1166095.5520313084125518798828125,31391744,16,479
399,113630.25732319056987762451171875,1781911.32804696261882781982421875,47120384,16,719
399,170445.385984785854816436767578125,2705634.992070443928241729736328125,70713344,16,1079
399,255668.0789771787822246551513671875,4091220.4881056658923625946044921875,106102784,16,1619
399,383502.11846576817333698272705078125,6169598.73215849883854389190673828125,159186944,16,2429
399,575253.177698652260005474090576171875,9287166.098237748257815837860107421875,238813184,18,911
399,862879.7665479783900082111358642578125,14061821.1473566223867237567901611328125,358350848,18,1367
399,1294319.64982196758501231670379638671875,21223803.72103493358008563518524169921875,537657344,18,2051
399,1941479.474732951377518475055694580078125,31966777.581552400370128452777862548828125,806617088,18,3077
399,2912219.2120994270662777125835418701171875,48081238.3723286005551926791667938232421875,1210056704,21,577
399,4368328.81814914059941656887531280517578125,73170433.55849290083278901875019073486328125,1816133632,22,433
399,6552493.227223710899124853312969207763671875,111852802.337739351249183528125286102294921875,2726297600,23,325
399,9828739.8408355663486872799694538116455078125,171973507.5066090268737752921879291534423828125,4093640704,26,61
399,14743109.76125334952303091995418071746826171875,291514693.25991354031066293828189373016357421875,6174015488,28,23
399,22114664.641880024284546379931271076202392578125,571489767.889870310465994407422840595245361328125,9395240960,28,35
399,33171996.9628200364268195698969066143035888671875,991452379.8348054656989916111342608928680419921875,14227079168,28,53
399,49757995.44423005464022935484535992145538330078125,1621396297.75220819854848741670139133930206298828125,21474836480,32,5
399,74636993.166345081960344032268039882183074951171875,4579578094.628312297822731125052087008953094482421875,34359738368,35,1
381,3,1,1144,3,143
381,4.5,5.5,1720,3,215
381,6.75,12.25,2584,3,323
381,10.125,22.375,3880,3,485
381,15.1875,37.5625,5824,6,91
381,22.78125,88.34375,8768,6,137
381,34.171875,164.515625,13184,7,103
381,51.2578125,310.7734375,19840,7,155
381,76.88671875,530.16015625,29824,7,233
381,115.330078125,859.240234375,44800,8,175
381,172.9951171875,1416.8603515625,67328,8,263
381,259.49267578125,2253.29052734375,101120,8,395
381,389.239013671875,3507.935791015625,151808,8,593
381,583.8585205078125,5389.9036865234375,227840,9,445
381,875.78778076171875,8340.85552978515625,342016,11,167
381,1313.681671142578125,13535.283294677734375,514048,11,251
381,1970.5225067138671875,21326.9249420166015625,772096,11,377
381,2955.78376007080078125,33014.38741302490234375,1159168,12,283
381,4433.675640106201171875,51569.581119537353515625,1740800,12,425
381,6650.5134601593017578125,79402.3716793060302734375,2613248,13,319
381,9975.77019023895263671875,123199.55751895904541015625,3923968,13,479
381,14963.655285358428955078125,188895.336278438568115234375,5890048,13,719
381,22445.4829280376434326171875,287439.0044176578521728515625,8839168,13,1079
381,33668.22439205646514892578125,435254.50662648677825927734375,13262848,13,1619
381,50502.336588084697723388671875,656977.759939730167388916015625,19898368,13,2429
381,75753.5048821270465850830078125,989562.6399095952510833740234375,29851648,15,911
381,113630.25732319056987762451171875,1500727.95986439287662506103515625,44793856,15,1367
381,170445.385984785854816436767578125,2267475.939796589314937591552734375,67207168,15,2051
381,255668.0789771787822246551513671875,3417597.9096948839724063873291015625,100827136,15,3077
381,383502.11846576817333698272705078125,5142780.86454232595860958099365234375,151257088,18,577
381,575253.177698652260005474090576171875,7845243.296813488937914371490478515625,227016704,19,433
381,862879.7665479783900082111358642578125,12030008.9452202334068715572357177734375,340787200,20,325
381,1294319.64982196758501231670379638671875,18569301.41783035011030733585357666015625,511705088,23,61
381,1941479.474732951377518475055694580078125,32048256.126745525165461003780364990234375,771751936,25,23
381,2912219.2120994270662777125835418701171875,64849600.1901182877481915056705474853515625,1174405120,25,35
381,4368328.81814914059941656887531280517578125,114051616.28517743162228725850582122802734375,1778384896,25,53
381,6552493.227223710899124853312969207763671875,187854640.427766147433430887758731842041015625,2684354560,29,5
381,9828739.8408355663486872799694538116455078125,550217416.6416492211501463316380977630615234375,4294967296,32,1
243,3,1,730,1,365
243,4.5,2.5,1096,3,137
243,6.75,7.75,1648,4,103
243,10.125,19.625,2480,4,155
243,15.1875,37.4375,3728,4,233
243,22.78125,64.15625,5600,5,175
243,34.171875,112.234375,8416,5,263
243,51.2578125,184.3515625,12640,5,395
243,76.88671875,292.52734375,18976,5,593
243,115.330078125,454.791015625,28480,6,445
243,172.9951171875,714.1865234375,42752,8,167
243,259.49267578125,1199.27978515625,64256,8,251
243,389.239013671875,1926.919677734375,96512,8,377
243,583.8585205078125,3018.3795166015625,144896,9,283
243,875.78778076171875,4783.56927490234375,217600,9,425
243,1313.681671142578125,7431.353912353515625,326656,10,319
243,1970.5225067138671875,11659.0308685302734375,490496,10,479
243,2955.78376007080078125,18000.54630279541015625,736256,10,719
243,4433.675640106201171875,27512.819454193115234375,1104896,10,1079
243,6650.5134601593017578125,41781.2291812896728515625,1657856,10,1619
243,9975.77019023895263671875,63183.84377193450927734375,2487296,10,2429
243,14963.655285358428955078125,95287.765657901763916015625,3731456,12,911
243,22445.4829280376434326171875,144979.6484868526458740234375,5599232,12,1367
243,33668.22439205646514892578125,219517.47273027896881103515625,8400896,12,2051
243,50502.336588084697723388671875,331324.209095418453216552734375,12603392,12,3077
243,75753.5048821270465850830078125,499034.3136431276798248291015625,18907136,15,577
243,113630.25732319056987762451171875,764935.47046469151973724365234375,28377088,16,433
243,170445.385984785854816436767578125,1180171.205697037279605865478515625,42598400,17,325
243,255668.0789771787822246551513671875,1835792.8085455559194087982177734375,63963136,20,61
243,383502.11846576817333698272705078125,3277977.21281833387911319732666015625,96468992,22,23
243,575253.177698652260005474090576171875,7014117.819227500818669795989990234375,146800640,22,35
243,862879.7665479783900082111358642578125,12618328.7288412512280046939849853515625,222298112,22,53
243,1294319.64982196758501231670379638671875,21024645.09326187684200704097747802734375,335544320,26,5
243,1941479.474732951377518475055694580078125,65091399.639892815263010561466217041015625,536870912,29,1
103,3,1,310,1,155
103,4.5,2.5,466,1,233
103,6.75,4.75,700,2,175
103,10.125,9.125,1052,2,263
103,15.1875,15.6875,1580,2,395
103,22.78125,25.53125,2372,2,593
103,34.171875,40.296875,3560,3,445
103,51.2578125,64.4453125,5344,5,167
103,76.88671875,112.66796875,8032,5,251
103,115.330078125,185.001953125,12064,5,377
103,172.9951171875,293.5029296875,18112,6,283
103,259.49267578125,472.25439453125,27200,6,425
103,389.239013671875,740.381591796875,40832,7,319
103,583.8585205078125,1174.5723876953125,61312,7,479
103,875.78778076171875,1825.85858154296875,92032,7,719
103,1313.681671142578125,2802.787872314453125,138112,7,1079
103,1970.5225067138671875,4268.1818084716796875,207232,7,1619
103,2955.78376007080078125,6466.27271270751953125,310912,7,2429
103,4433.675640106201171875,9763.409069061279296875,466432,9,911
103,6650.5134601593017578125,14901.1136035919189453125,699904,9,1367
103,9975.77019023895263671875,22607.67040538787841796875,1050112,9,2051
103,14963.655285358428955078125,34167.505608081817626953125,1575424,9,3077
103,22445.4829280376434326171875,51507.2584121227264404296875,2363392,12,577
103,33668.22439205646514892578125,79308.88761818408966064453125,3547136,13,433
103,50502.336588084697723388671875,123059.331427276134490966796875,5324800,14,325
103,75753.5048821270465850830078125,192780.9971409142017364501953125,7995392,17,61
103,113630.25732319056987762451171875,354707.49571137130260467529296875,12058624,19,23
103,170445.385984785854816436767578125,794205.243567056953907012939453125,18350080,19,35
103,255668.0789771787822246551513671875,1453451.8653505854308605194091796875,27787264,19,53
103,383502.11846576817333698272705078125,2442321.79802587814629077911376953125,41943040,23,5
103,575253.177698652260005474090576171875,7857786.697038817219436168670654296875,67108864,26,1
183,3,1,550,1,275
183,4.5,2.5,826,1,413
183,6.75,4.75,1240,3,155
183,10.125,11.125,1864,3,233
183,15.1875,20.6875,2800,4,175
183,22.78125,39.03125,4208,4,263
183,34.171875,66.546875,6320,4,395
183,51.2578125,107.8203125,9488,4,593
183,76.88671875,169.73046875,14240,5,445
183,115.330078125,270.595703125,21376,7,167
183,172.9951171875,469.8935546875,32128,7,251
183,259.49267578125,768.84033203125,48256,7,377
183,389.239013671875,1217.260498046875,72448,8,283
183,583.8585205078125,1953.8907470703125,108800,8,425
183,875.78778076171875,3058.83612060546875,163328,9,319
183,1313.681671142578125,4844.254180908203125,245248,9,479
183,1970.5225067138671875,7522.3812713623046875,368128,9,719
183,2955.78376007080078125,11539.57190704345703125,552448,9,1079
183,4433.675640106201171875,17565.357860565185546875,828928,9,1619
183,6650.5134601593017578125,26604.0367908477783203125,1243648,9,2429
183,9975.77019023895263671875,40162.05518627166748046875,1865728,11,911
183,14963.655285358428955078125,61267.082779407501220703125,2799616,11,1367
183,22445.4829280376434326171875,92924.6241691112518310546875,4200448,11,2051
183,33668.22439205646514892578125,140410.93625366687774658203125,6301696,11,3077
183,50502.336588084697723388671875,211640.404380500316619873046875,9453568,14,577
183,75753.5048821270465850830078125,325652.6065707504749298095703125,14188544,15,433
183,113630.25732319056987762451171875,504862.90985612571239471435546875,21299200,16,325
183,170445.385984785854816436767578125,790062.364784188568592071533203125,31981568,19,61
183,255668.0789771787822246551513671875,1447237.5471762828528881072998046875,48234496,21,23
183,383502.11846576817333698272705078125,3219432.32076442427933216094970703125,73400320,21,35
183,575253.177698652260005474090576171875,5877724.481146636418998241424560546875,111149056,21,53
183,862879.7665479783900082111358642578125,9865162.7217199546284973621368408203125,167772160,25,5
183,1294319.64982196758501231670379638671875,31574960.08257993194274604320526123046875,268435456,28,1
207,3,1,622,1,311
207,4.5,2.5,934,1,467
207,6.75,4.75,1402,1,701
207,10.125,8.125,2104,3,263
207,15.1875,16.1875,3160,3,395
207,22.78125,28.28125,4744,3,593
207,34.171875,46.421875,7120,4,445
207,51.2578125,77.6328125,10688,6,167
207,76.88671875,148.44921875,16064,6,251
207,115.330078125,254.673828125,24128,6,377
207,172.9951171875,414.0107421875,36224,7,283
207,259.49267578125,685.01611328125,54400,7,425
207,389.239013671875,1091.524169921875,81664,8,319
207,583.8585205078125,1765.2862548828125,122624,8,479
207,875.78778076171875,2775.92938232421875,184064,8,719
207,1313.681671142578125,4291.894073486328125,276224,8,1079
207,1970.5225067138671875,6565.8411102294921875,414464,8,1619
207,2955.78376007080078125,9976.76166534423828125,621824,8,2429
207,4433.675640106201171875,15093.142498016357421875,932864,10,911
207,6650.5134601593017578125,23151.7137470245361328125,1399808,10,1367
207,9975.77019023895263671875,35239.57062053680419921875,2100224,10,2051
207,14963.655285358428955078125,53371.355930805206298828125,3150848,10,3077
207,22445.4829280376434326171875,80569.0338962078094482421875,4726784,13,577
207,33668.22439205646514892578125,124949.55084431171417236328125,7094272,14,433
207,50502.336588084697723388671875,195616.326266467571258544921875,10649600,15,325
207,75753.5048821270465850830078125,309808.4893997013568878173828125,15990784,18,61
207,113630.25732319056987762451171875,595784.73409955203533172607421875,24117248,20,23
207,170445.385984785854816436767578125,1417965.101149328052997589111328125,36700160,20,35
207,255668.0789771787822246551513671875,2651235.6517239920794963836669921875,55574528,20,53
207,383502.11846576817333698272705078125,4501141.47758598811924457550048828125,83886080,24,5
207,575253.177698652260005474090576171875,15140320.216378982178866863250732421875,134217728,27,1
351,3,1,1054,1,527
351,4.5,2.5,1582,1,791
351,6.75,4.75,2374,1,1187
351,10.125,8.125,3562,1,1781
351,15.1875,13.1875,5344,5,167
351,22.78125,35.78125,8032,5,251
351,34.171875,69.671875,12064,5,377
351,51.2578125,120.5078125,18112,6,283
351,76.88671875,212.76171875,27200,6,425
351,115.330078125,351.142578125,40832,7,319
351,172.9951171875,590.7138671875,61312,7,479
351,259.49267578125,950.07080078125,92032,7,719
351,389.239013671875,1489.106201171875,138112,7,1079
351,583.8585205078125,2297.6593017578125,207232,7,1619
351,875.78778076171875,3510.48895263671875,310912,7,2429
351,1313.681671142578125,5329.733428955078125,466432,9,911
351,1970.5225067138671875,8250.6001434326171875,699904,9,1367
351,2955.78376007080078125,12631.90021514892578125,1050112,9,2051
351,4433.675640106201171875,19203.850322723388671875,1575424,9,3077
351,6650.5134601593017578125,29061.7754840850830078125,2363392,12,577
351,9975.77019023895263671875,45640.66322612762451171875,3547136,13,433
351,14963.655285358428955078125,72556.994839191436767578125,5324800,14,325
351,22445.4829280376434326171875,117027.4922587871551513671875,7995392,17,61
351,33668.22439205646514892578125,241077.23838818073272705078125,12058624,19,23
351,50502.336588084697723388671875,623759.857582271099090576171875,18350080,19,35
351,75753.5048821270465850830078125,1197783.7863734066486358642578125,27787264,19,53
351,113630.25732319056987762451171875,2058819.67956010997295379638671875,41943040,23,5
351,170445.385984785854816436767578125,7282533.519340164959430694580078125,67108864,26,1
297,3,1,892,2,223
297,4.5,3.5,1340,2,335
297,6.75,7.25,2012,2,503
297,10.125,12.875,3020,2,755
297,15.1875,21.3125,4532,2,1133
297,22.78125,33.96875,6800,4,425
297,34.171875,58.953125,10208,5,319
297,51.2578125,104.4296875,15328,5,479
297,76.88671875,172.64453125,23008,5,719
297,115.330078125,274.966796875,34528,5,1079
297,172.9951171875,428.4501953125,51808,5,1619
297,259.49267578125,658.67529296875,77728,5,2429
297,389.239013671875,1004.012939453125,116608,7,911
297,583.8585205078125,1570.0194091796875,174976,7,1367
297,875.78778076171875,2419.02911376953125,262528,7,2051
297,1313.681671142578125,3692.543670654296875,393856,7,3077
297,1970.5225067138671875,5602.8155059814453125,590848,10,577
297,2955.78376007080078125,8916.22325897216796875,886784,11,433
297,4433.675640106201171875,14398.334888458251953125,1331200,12,325
297,6650.5134601593017578125,23645.5023326873779296875,1998848,15,61
297,9975.77019023895263671875,51852.25349903106689453125,3014656,17,23
297,14963.655285358428955078125,143314.380248546600341796875,4587520,17,35
297,22445.4829280376434326171875,280507.5703728199005126953125,6946816,17,53
297,33668.22439205646514892578125,486297.35555922985076904296875,10485760,21,5
297,50502.336588084697723388671875,1778022.033338844776153564453125,16777216,24,1
385,3,1,1156,2,289
385,4.5,3.5,1736,3,217
385,6.75,9.25,2608,4,163
385,10.125,21.875,3920,4,245
385,15.1875,40.8125,5888,8,23
385,22.78125,189.21875,8960,8,35
385,34.171875,411.828125,13568,8,53
385,51.2578125,745.7421875,20480,12,5
385,76.88671875,3166.61328125,32768,15,1
435,3,1,1306,1,653
435,4.5,2.5,1960,3,245
435,6.75,7.75,2944,7,23
435,10.125,75.625,4480,7,35
435,15.1875,177.4375,6784,7,53
435,22.78125,330.15625,10240,11,5
435,34.171875,1519.234375,16384,14,1
93,3,1,280,3,35
93,4.5,5.5,424,3,53
93,6.75,12.25,640,7,5
93,10.125,82.375,1024,10,1
441,3,1,1324,2,331
441,4.5,3.5,1988,2,497
441,6.75,7.25,2984,3,373
441,10.125,14.875,4480,7,35
441,15.1875,86.3125,6784,7,53
441,22.78125,193.46875,10240,11,5
441,34.171875,1314.203125,16384,14,1
141,3,1,424,3,53
141,4.5,5.5,640,7,5
141,6.75,72.25,1024,10,1
213,3,1,640,7,5
213,4.5,65.5,1024,10,1
21,3,1,64,6,1
75,3,1,226,1,113
75,4.5,2.5,340,2,85
75,6.75,5.75,512,9,1
267,3,1,802,1,401
267,4.5,2.5,1204,2,301
267,6.75,5.75,1808,4,113
267,10.125,16.625,2720,5,85
267,15.1875,40.9375,4096,12,1
475,3,1,1426,1,713
475,4.5,2.5,2140,2,535
475,6.75,5.75,3212,2,803
475,10.125,10.625,4820,2,1205
475,15.1875,17.9375,7232,6,113
475,22.78125,58.90625,10880,7,85
475,34.171875,152.359375,16384,14,1
453,3,1,1360,4,85
453,4.5,9.5,2048,11,1
201,3,1,604,2,151
201,4.5,3.5,908,2,227
201,6.75,7.25,1364,2,341
201,10.125,12.875,2048,11,1
423,3,1,1270,1,635
423,4.5,2.5,1906,1,953
423,6.75,4.75,2860,2,715
423,10.125,9.125,4292,2,1073
423,15.1875,15.6875,6440,3,805
423,22.78125,27.53125,9664,6,151
423,34.171875,73.296875,14528,6,227
423,51.2578125,141.9453125,21824,6,341
423,76.88671875,244.91796875,32768,15,1
403,3,1,1210,1,605
403,4.5,2.5,1816,3,227
403,6.75,7.75,2728,3,341
403,10.125,15.625,4096,12,1
